,score,file,rewrite_prompt,id,original_text,category
832,0.03387003,./gpt_bigram.csv,Transform the essay into a descriptive piece set in an enchanted forest.,833,"Assembly of Canonical Orthodox Bishops of North and Central America. Ernest Howard Armstrong, KC (July 27, 1864 â February 15, 1946) was a Canadian politician and journalist who served as the ninth Premier of Nova Scotia from 1923 to 1925. USS Chester (CL/CA-27), a Northampton-class cruiser, was the second ship of the United States Navy named after the city of Chester, Pennsylvania. Chester was launched on 3 July 1929 by the New York Shipbuilding",facts
833,0.03392028,./gpt_bigram.csv,Redesign this in a more upbeat tone.,834,"The church is situated close to the River Mersey near Pier Head. Chapel of St Nicholas (Patron Saint Sailors) was built on site Mary del Quay, which in 1355 determined be too small for growing borough Liverpool. It recorded National Heritage List England as",facts
834,0.033924505,./gpt_bigram.csv,Rewrite the paragraph to be illustrated by Booker T.,835,"Philip took hold of her elbows and drew towards him. She made no resistance, but bent forward a little, he kissed red lips. ""Why did you do that?"" she asked again. ""Because it's comfortable."" not answer, tender look came into eyes, passed hand softly over his hair. ""You know, awfully silly to behave like this. We were such good friends. It would be",fiction
835,0.033937313,./gpt_bigram.csv,Rewrite this crazy fast message about speeding signals in a more casual way.,836,"I came to Mr. Omerâs shop. OMER AND Joram was now written up, where used be; but the inscription, DRAPER, TAILOR, HABERDASHER, FUNERAL FURNISHER, &c., remained as it was. My footsteps seemed tend so naturally shop door, after had read these words from over way, that went across road and looked in. There a pretty woman at back",fiction
836,0.03396246,./gpt_bigram.csv,Please rewrite this narrative about non-methane organic matter in script format to make it more innovative and engaging.,837,"Medium-Term budgetary Objectives (MTO's), being individually calculated for each Member State as the medium-term sustainable average-limit country's structural deficit, and is also obliged to outline measures it intends implement attain its MTO. If EU does not comply with both",facts
837,0.03396922,./gpt_bigram.csv,Edit a political commentary.,838,"India. It is managed by the Department of Space, which reports to the Prime Minister of The Republic of India. ISRO built India's first satellite, Aryabhata, which was launched by the India. It is managed by the Department of Space, which reports to the Prime Minister of The Republic of India. ISRO built India's first satellite, Aryabhata, which was launched by the Soviet Union on 19 April 1975. It was named after the Mathematician Aryabhata. In 1980, Rohini became the first satellite to be placed in orbit by an Indian-made launch vehicle, SLV-3.",facts
838,0.03398034,./gpt_bigram.csv,"Rewrite this in a very formal, academic style.",839,"Salvador, Bahia. His musical style blends tropicÃ¡lia, reggae, and traditional Brazilian percussion. Andreas ""Andy"" Brehme (born 9 November 1960) is a German football coach former defender. He best known for scoring the winning goal Germany in 1990 FIFA World Cup Final against Argentina on an 85th-minute penalty kick. considered to be one of greatest free-kick takers crossers all time. Brehme's special skill was fact that",facts
839,0.033993363,./gpt_bigram.csv,Transform the text into a combination of tan.,840,"He wrote to his brother a very frank, manly, good-humoured letter from Paris. He was aware, he said, that by his own marriage he had forfeited his aunt's favour; and though he did not disguise his disappointment that she should have been so entirely relentless towards him, he was glad that the money was still kept in their branch of the family, and heartily congratulated his brother on his good fortune. He sent his",fiction
840,0.034006994,./gpt_bigram.csv,Rephrase this as a professional email.,841,"CABAL as an acronym. However, there were sharp ideological divisions between the five, ranging from the Parliamentary idealism of Ashley to the autocratic absolutism of Lauderdale. Members of the Cabal ministry James Edward Ferguson Jr. (August 31, 1871 â September 21, 1944), known as Pa Ferguson, was an American Democratic politician and the CABAL as an acronym. However, there were sharp ideological divisions between the five, ranging from the Parliamentary idealism of Ashley to the autocratic absolutism of Lauderdale. Members of the Cabal",facts
841,0.034011573,./gpt_bigram.csv,"Upgrade this passage for a pleasant and engaging internal monologue by attributing the words to ""Gabriel.""",842,"Hurley, Wisconsin and Ironwood, Michigan. Downstream of Ironwood the river passes over Saxon Falls Superior enters Oronto Bay on southwestern shore Lake Superior, approximately 15 miles (24 km) northwest at Michigan's westernmost point. There are four named waterfalls Montreal",facts
842,0.034019932,./gpt_bigram.csv,"Reconstruct the essay as if you were awake, of course.",843,"August 2, 1958), better known by the stage name ShÅ Hayami (éæ°´ å¥¨, ShÅ), is a Japanese voice actor and singer. He mainly for his smooth, deep voice, he has played wide range of characters from sweet heroes (Maximilian Jenius) to sociopaths (SÅsuke Aizen, Muraki Kazutaka",facts
843,0.034037717,./gpt_bigram.csv,Revise a melodic recounting.,844,"Coast to or 2 may refer to: The Explosion is the self-titled debut EP from Explosion. It was released in 2000 on Jade Tree Records. All tracks featured were originally part of a demo sold Explosion's tour with Kid Dynamite. Australian Radio Network group commercial radio stations around Australia. includes Pure Gold, KIIS Network, Edge",facts
844,0.034038536,./gpt_bigram.csv,Rewrite the passage about the evening sunlight.,845,"Praia (officially SÃ£o Mateus da Praia) is a Portuguese civil parish in the municipality of Santa Cruz Graciosa, on island Azores. It still retains its former name locally, owing to having once been historical Praia. The population 2011 was 836, an area",facts
845,0.03404503,./gpt_bigram.csv,Edit a poem.,846,"Czech, Russian and Spanish. For several years he has been running a guide for young writers in the magazines Fenix, Magia i Miecz, currently Science Fiction. The Moscow rules are rules-of-thumb said to have developed during Cold War be used by spies others working Moscow.",facts
846,0.034047395,./gpt_bigram.csv,Revise the excerpt from the essay as needed.,847,"The elevation is 775 m. Bankura district (Pron: baÅkuÉ½aË) an administrative unit in the Indian state of West Bengal. It part Medinipur divisionâone five divisions surrounded by Bardhaman north, Purulia west and Paschim south some Hooghly east. Damodar River flows northern separates",facts
847,0.034052428,./gpt_bigram.csv,Change a punctuation mark.,848,"His fame was owed to numerous high-profile clients and his national exposure on the popular Canadian Broadcasting Corporation radio series, The Scales of Justice (1982â1989) television series (1990-1994). Human rights in Iraq are addressed following articles: pre-Saddam",facts
848,0.03406036,./gpt_bigram.csv,Modernize the essay by carefully editing it to meet standard guidelines.,849,"It metabolises a number of substances and can release metabolic products into maternal or fetal circulations. Chymosin or rennin is a protease found in rennet. It is an aspartic endopeptidase belonging to MEROPS A1 family. It is produced by newborn ruminant animals in the lining of the abomasum to curdle the milk they ingest, allowing a longer residence in the bowels and better absorption. It is widely used in the production of cheese. Bovine chymosin is now",facts
849,0.03407586,./gpt_bigram.csv,"Rewrite this as: ""Transform this excerpt into a letter from Ballater about the important details regarding Troy's brave character and the anger of a certain lady.""",850,"Stratford International go to Woolwich Arsenal instead. Beckton DLR depot, the principal depot for the DLR system, is located between Beckton and Gallions Reach stations, but is closer to the latter. Like all open-air DLR stations, Beckton is unmanned and tickets are bought at the ticket machines. New machines were installed in January 2009 that now allow Oyster Stratford International go to Woolwich Arsenal instead. Beckton DLR depot, the principal depot for the DLR system, is located between Beckton and Gallions Reach stations, but is closer to the latter. Like all",facts
850,0.034084957,./gpt_bigram.csv,"You meant to say: ""Modify this if possible.""",851,"Mr. Brooke, saying soothingly, ""Well, well, I'll speak to your wife--I didn't mean beating, you know,"" turned walk the house. But Dagley, only more inclined ""have his say"" with a",fiction
851,0.03409737,./gpt_bigram.csv,Rewrite the poem.,852,"Several G.P.O.s from the 7th became 'Air Observation Post' pilots with No. 665 Squadron RCAF, and No. 666 Squadron RCAF: Lt. A.B. Culver, Lt. R.G. Everett, and Lt. R.A.S. Perley. The 7th Several G.P.O.s from the 7th became 'Air Observation Post' pilots with No. 665 Squadron RCAF, and No. 666 Squadron RCAF: Lt. A.B. Culver, Lt. R.G. Everett, and Lt. R.A.S. Perley. The 7th Medium Regiment, Royal Canadian Artillery, was disbanded on 8 June 1945. Connexins (Cx) (TC# 1.A.24), or gap junction proteins, are structurally related transmembrane proteins that assemble to form vertebrate gap junctions. An entirely",facts
852,0.034117382,./gpt_bigram.csv,Transform this into a heartfelt letter and be prepared to mend it.,853,"Peter Csihas (1945â2011) with their children's book Ludvig Ã¥ker. and Malmsten had a relationship during the 1960s 70s have daughter, Stefania, born 1967, who is designer actor. The English translation of her novel, Priset pÃ¥ vatten i FinistÃ¨re (The Price Water in FinistÃ¨re, translated by Frank Perry), was selected as Book Week on BBC Radio 4.",facts
853,0.034128055,./gpt_bigram.csv,Rephrase this into a rarity.,854,"I remembered the perfidious hints given by Mrs. Reed about my disposition, &c.; promise pledged Mr. Brocklehurst to apprise Miss Temple and teachers of vicious nature. All along had been dreading fulfilment this promise,--I looking out daily for ""Coming Man,"" whose information respecting past life conversation was brand me",fiction
854,0.034142356,./gpt_bigram.csv,Edit this reply so it is not cut off.,855,"I fell at last in a state of utter exhaustion; film covered my eyes, and skin was parched with the heat fever. In this carried back placed on bed, hardly conscious what had happened; eyes wandered round room as if to seek something that lost. After",fiction
855,0.0341866,./gpt_bigram.csv,Rewrite the western dress in a friendly and delightful manner.,856,"He graduated from high school five classes in CzÄstochowa, and then continued his studies Sosnowiec. In the years 1902â1907 he studied at University of LiÃ¨ge Sorbonne Paris. 1910 received doctorate WrocÅaw habilitated Albert Einstein Zurich 1913; work concerned theory image formation",facts
856,0.03418669,./gpt_bigram.csv,Rewrite this text as a heartfelt letter from the shadows.,857,"The Flight, Dors taught history classes at Streeling University on Trantor. has been assigned the task of protecting Hari Seldon by Chetter Hummin (one several aliases used R. Daneel Olivaw) who takes an initial interest in Seldon's psychohistory research. Over course Prelude to Foundation and Forward she shows obsessive concern for his safety earns",facts
857,0.034186855,./gpt_bigram.csv,Revise the focus of the text to reflect the reality and delve into the issue of their impact on the neck and finances.,858,"There was something pleasantly unusual about it and Ivar. âDo the birds know you will be kind to them, Ivar? Is that why so many come?â he asked. Ivar sat down on floor tucked his feet under him. âSee, little brother, they have come from a long way, are very tired. From up there where flying, our country looks",fiction
858,0.03420317,./gpt_bigram.csv,"Transform the text ""Recreate this text as a metaphor for the importance of the Amazon River in shaping my professional journey""",859,"States Navy, named after Commander Frank C. McCord. McCord was laid down on 17 March 1942 by the Bethlehem Shipbuilding Corporation, San Francisco, California and launched 10 January 1943; sponsored Mrs. McCord, widow of The ship commissioned 19 August 1943, Comdr. W. T. Kenny, in command. historian's fallacy is an informal that occurs when one assumes decision",facts
859,0.03421351,./gpt_bigram.csv,Rephrase the text as if it contained some disrespectful comments.,860,"Buffy in her duties as Slayer. The character's popularity led to the production of spin-off Angel, which follows struggle towards redemption after moving Los Angeles. In addition two television series, character appears comic book continuations both well much other expanded universe literature. Angel most episodes all characters Vampire Slayer and appearing 167 (57",facts
860,0.034217764,./gpt_bigram.csv,Recreate the dialogue in the story with Mrs. Clean.,861,"Vistula river. It is possible that Jordanes was describing Scandinavia. Prominent Swedish archaeologist, GÃ¶ran Burenhult, regards Jordanes' account as a unique glimpse into the tribes of Scandinavia in the 6th century. Jordanes was himself of Gothic descent. It is believed that Jordanes wrote Getica for the Romans to consider Goths not as barbarians who conquered them but as equals who also had a glorious ancient history, literature, philosophy and who became emperors by intermarrying the Roman royal families.",facts
861,0.034218248,./gpt_bigram.csv,Transform the text into a dialogue between two men.,862,"NGC 2451 is an open cluster in the Puppis constellation, probably discovered by Giovanni Battista Hodierna before 1654 and John Herschel 1835. In 1994, it was postulated that this actually two clusters lie along same line of sight. This confirmed 1996. The respective are labeled A B, they located",facts
862,0.034259774,./gpt_bigram.csv,Rewrite this document for a symposium presentation.,863,"I had not informed him of the experiment which am going to try with Mr. Blake. And hardly know what undesirable results might have happened, if taken into my confidence. Better as it is. Unquestionably, better",fiction
863,0.03428121,./gpt_bigram.csv,Revise a listicle on effective writing.,864,"Spain and Portugal in Europe, there was 'no peace beyond the Line'. The West Indies were beyond the range of the European international system. Sometimes this was for their advantage but on the whole, with the intermingled possessions, trade rivalries, and disputes about territorial rights, the local conditions led to conflicts. The West Indies continued to be one of the centres of international strife throughout the eighteenth century although by that time it was regulated in the",facts
864,0.03430252,./gpt_bigram.csv,Revise a poetic ode to become slimmer.,865,"Armenia IV in 536. In the 10th century rulers were Habel (c. 970) and Sahak 995). Vogue, or voguing, is a highly stylized, modern house dance originating late 1980s that evolved out of Harlem ballroom scene 1960s. It gained mainstream exposure when it was featured Madonna's song video ""Vogue"" (1990), showcased 1990 documentary Paris Burning (which went on to win",facts
865,0.03431096,./gpt_bigram.csv,Amend this as if it were written for a 14-year-old reading about philosophy.,866,"Los Haitises National Park in the Dominican Republic and is regarded as ""critically endangered"". The FÃ©dÃ©ration AÃ©ronautique Internationale (FAI; English: The World Air Sports Federation), is the world governing body for air sports. It was founded on 14 October 1905, and is headquartered in Lausanne, Switzerland. It maintains world records for aeronautical activities including ballooning, aeromodeling, and unmanned aerial vehicles; and also for human spaceflight. AntÃ³nio Lobo Antunes, GCSE, Los Haitises National Park in the Dominican Republic and is regarded as ""critically endangered"". The FÃ©dÃ©ration AÃ©ronautique Internationale (FAI; English: The World Air Sports Federation), is the world governing body for air sports. It was founded on 14 October",facts
866,0.03431491,./gpt_bigram.csv,Rewrite a whisper.,867,"Lydgate was not blind to the dangers of such friction, but he had plenty of confidence in his resolution to avoid it as far as possible: being seven-and-twenty, he felt himself experienced. And he was not going to have his vanities provoked by contact with the showy worldly successes of the capital, but to live among people who could hold no rivalry with that pursuit of a great idea which was to be a",fiction
867,0.03434504,./gpt_bigram.csv,Rewrite a message to make it more assertive after an important meeting.,868,"RodrÃ­guez Cano) is both a municipality and city located in the Mexican state of Veracruz. The population was 78,523 134,394 inhabitants, according to INEGI census 2005, residing total area 1,051.89 kmÂ² (406.14 sq mi). includes many smaller outlying communities, largest which are Alto Lucero Santiago de la PeÃ±a. A local beachside community also nearby. Calendering finishing",facts
868,0.03435344,./gpt_bigram.csv,"""Redraft this as a letter, alright.""",869,"The Nationals. In March 2011, Newman announced that he would challenge Leader of the Opposition John-Paul Langbroek for the leadership of the LNP. Langbroek resigned, and Newman was elected his successor. As Newman was not a member of the Legislative Assembly, former state Nationals' leader Jeff Seeney was elected interim opposition leader while Newman headed the party's election team from outside the legislature. Newman led the LNP to a landslide victory in the 2012",facts
869,0.03435702,./gpt_bigram.csv,Transform this text into a romance featuring a dialogue between two star-crossed lovers.,870,"Jay Ward, predecessors which inspired its style, it tells of three superhero children: Captain Crandall, Skate Lad, and Rope Girl. These three protect their state from all sorts of supervillains, such as the evil Baron Jay Ward, predecessors which inspired its style, it tells of three superhero children: Captain Crandall, Skate Lad, and Rope Girl. These three protect their state from all sorts of supervillains, such as the evil Baron Blitz, and the shape-changing femme fatale known as Madame Snake. The series debuted on ABC as part of Disney's One Saturday Morning block on January 19, 2002, where most of its",facts
870,0.03438585,./gpt_bigram.csv,Revise a speech for Routledge.,871,"In human anatomy, the artery of Adamkiewicz (also arteria radicularis magna) is largest anterior segmental medullary artery. The named after Albert Wojciech (August 11, 1850 â October 31, 1921) a Polish pathologist born in Å»erkÃ³w. It has several other names, including: great radicular major lumbar enlargement radiculomedullary",facts
871,0.034386095,./gpt_bigram.csv,Revise a conversation within a scene involving the glasses.,872,"Chapter VII to deliver humanitarian aid that was being obstructed by warlords, and the fourth major military engagement since Cold War, following invasion of Kuwait, deployment peacekeepers in Cambodia a further Yugoslavia. The German Academic Exchange Service or DAAD (German: Deutscher Akademischer Austauschdienst) is largest",facts
872,0.03440242,./gpt_bigram.csv,Improve the readability and tone of the story by including more details about the evolving relationships and the significance of Brimmond Hill.,873,"Albert FarrÃ¡n. Alexandra Lydon (born 1979) is an American actress, writer, and producer. The McIntyre System, or systems as there have been five of them, is a playoff system that gives an advantage Albert FarrÃ¡n. Alexandra Lydon (born 1979) is an American actress, writer, and producer. The McIntyre System, or systems as there have been five of them, is a playoff system that gives an advantage to teams or competitors qualifying higher. The systems were developed by Ken McIntyre, an Australian",facts
873,0.034409683,./gpt_bigram.csv,Revise this by Rosa N.,874,"Hubble was launched aboard STS-31 in April 1990. The flight also brought instrument upgrades and new solar arrays to the telescope. With its very heavy workload, the STS-61 mission was one of the Hubble was launched aboard STS-31 in April 1990. The flight also brought instrument upgrades and new solar arrays to the telescope. With its very heavy workload, the STS-61 mission was one of the most complex in the Shuttle's history. It lasted almost 11 days, and crew members made five spacewalks (EVAs), an all-time record. Even",facts
874,0.0344109,./gpt_bigram.csv,Paraphrase the text as if it were a guideline.,875,"U.S.-backed counter-insurgency forces throughout Central and South America. Noriega was also seen by the U.S. as a collaborator in the war on drugs, despite Noriega himself having amassed a personal fortune through drug trafficking operations. Though his U.S. intelligence handlers were aware of this, it was allowed because of his usefulness to the U.S. Noriega's rule in Panama was marked by repression of the media, an U.S.-backed counter-insurgency forces throughout Central and South America. Noriega was also seen by the U.S. as a collaborator in the war on drugs, despite Noriega himself having amassed a personal fortune through drug trafficking operations. Though",facts
875,0.034412347,./gpt_bigram.csv,"Rewrite the essay making sure to explain the concepts in it, as if you were turning it into song lyrics.",876,"Two or three minutes later the murdered man, the blanketed corpse, the lidless coffin, and the open grave were under no inspection but the moon's. The stillness was complete again, too. CHAPTER X THE two boys flew on and on, toward the village, speechless with horror. They glanced backward over their shoulders from time Two or three minutes later the murdered man, the blanketed corpse, the lidless coffin, and the open grave were under no inspection but the moon's. The stillness was complete again, too. CHAPTER X THE two boys flew on and on, toward the village, speechless with horror. They glanced backward over their shoulders from time to time, apprehensively, as if they feared they might be followed. Every stump that started up in",fiction
876,0.034424663,./gpt_bigram.csv,Rewrite the essay as poetry.,877,"This excellent woman treats me with an excessive civility which is plainly the offspring of down-right terror. She stares, trembles, and curtseys, whenever I speak to her. On my asking for Miss Verinder, she stared, trembled, would no doubt have curtseyed next, if Verinder herself had not cut that ceremony short, by suddenly opening her sitting-room door. âIs Mr. Jennings?â asked. Before could answer, came out eagerly",fiction
877,0.034437984,./gpt_bigram.csv,"Revise the story by removing hate, creating a world without fear, and emphasizing strength; however, India still values inclusion. What do you think you can learn?",878,"British Zone of Occupation in Germany after the war. The emu (Dromaius novaehollandiae) is second-largest living bird by height, its ratite relative, ostrich. It endemic to Australia where it largest native and only extant member genus Dromaius. emu's",facts
878,0.03444025,./gpt_bigram.csv,"Transform the text into a critique of a realization - ""His lips were at the intersection of five columns, a moment of resolution.""",879,"ATP. In clavams, the Î²-lactam is formed prior to second ring; in carbapenems, ring closed sequence. The biosynthesis of tabtoxin mirrors that clavams and carbapenems. closure lactam other monobactams, such as sulfazecin nocardicins, may involve",facts
879,0.034453534,./gpt_bigram.csv,Rewrite a character.,880,"French Empire of Napoleon. Its politics were deeply influenced by the French, who supported no fewer than three """"coups d'Ã©tat"""" to bring the different political factions to power that France favored at different French Empire of Napoleon. Its politics were deeply influenced by the French, who supported no fewer than three """"coups d'Ã©tat"""" to bring the different political factions to power that France favored at different moments in its own political development. Nevertheless, the process of creating a written Dutch constitution was mainly driven by",facts
880,0.03445533,./gpt_bigram.csv,"Change ""the collector current events"" to ""report on current events as a journalist"" rewrite the sentence: ""Shine a light on the events that are unfolding around us.""",881,"London International Awards 2009 for Best Visual Effects. As of 2012, Evian's slogan is ""Live Young"". Evian changed the sizes its bottles making it significantly more expensive. In addition, American comedian George Carlin once stated that spelled ""Naive"" backwards. Gilmer County name two counties in United States: County, Georgia West",facts
881,0.034459952,./gpt_bigram.csv,Redraft this informal letter into a formal letter.,882,"Africa. They kept on a north-northeasterly course for two days, when they were overtaken by calm which lasted nearly week. Their water was gone, and in another day would be without food. Conditions changed rapidly from bad to worse. One man went mad leaped overboard. Soon opened his veins drank own blood. When he died",fiction
882,0.03446177,./gpt_bigram.csv,Rewrite this as a lecture discussing the specific nuances in the text and focusing on the underlying themes being portrayed.,883,"As of 2006, major investors included Telkom Group (about 13%), France Telecom (12.08%), Nitel (8.39%); TCI, a subsidiary of AT&T Inc. (12.42%); and VSNL (8.93%). Robert Edward Coontz (June 11, 1864 â January 26, 1935) was an admiral in the United States Navy, who As of 2006, major investors included Telkom Group (about 13%), France Telecom (12.08%), Nitel (8.39%); TCI, a subsidiary of AT&T Inc. (12.42%); and VSNL (8.93%). Robert Edward Coontz (June 11, 1864 â January 26, 1935) was an admiral in the United States Navy, who sailed with the Great White Fleet and served as the second Chief of Naval Operations. Ji Ling (birth and death dates unknown) was a military general serving",facts
883,0.034478478,./gpt_bigram.csv,Revise a commencement ceremony speech.,884,"But we shall be having our dinner-parties soon--as soon as Henry comes back from circuit--and then there will be a little pleasant variety for you. No wonder it is moped, poor darling!' Margaret did not feel as if the dinner-parties would be a panacea. But Edith piqued herself on her dinner-parties; 'so different,' as she said, 'from the old dowager dinners under mamma's regime;' and Mrs. Shaw herself seemed to take exactly the same kind of pleasure in the",fiction
884,0.03449635,./gpt_bigram.csv,Revamp it to be grittier.,885,"Inner West of Sydney, in the state New South Wales, Australia. It is located 15 kilometres west Sydney central business district, local government area Municipality Strathfield. Homebush south Bay, an inlet Parramatta River. and north West. Raspail a station Paris MÃ©tro, serving Line 4",facts
885,0.034498844,./gpt_bigram.csv,Revise this excerpt to emphasize the characters and the tragedy within it.,886,"Fleet forced Russia to sue for peace, and the Treaty of Portsmouth was signed in September 1905. In Japan, battle hailed as one greatest naval victories Japanese history, Admiral TÅgÅ revered a national hero. His flagship """"Mikasa"""" has been preserved museum ship Yokosuka Harbour. Background. Conflict Far East. On 8 February 1904,",facts
886,0.034505896,./gpt_bigram.csv,Enhance the essay describing a pleasant day of training.,887,"The boat is relatively heavy, but stable, and the weight freeboard together with her lines combine to make an excellent sea boat. She also ideal learn sail in. class raced competitively, offers close racing; she a very forgiving easy sail, challenging demanding immensely rewarding really well. At highest level of",facts
887,0.03450748,./gpt_bigram.csv,Could you please modify the essay spoken by the Mock Turtle?,888,"The Shire of Macedon Ranges is a local government area (LGA) in Victoria, Australia, located the central part state. It covers an 1,747 square kilometres (675 sq mi) and, at 2011",facts
888,0.03451902,./gpt_bigram.csv,"I believe the prompt you intended to convey is, ""Synthesize this text.""",889,"She kept seeing him in his bedraggled clown suit, the white paint on roughly shaven face, playing accordion before saloon. had noticed lean body, high, bald forehead that sloped back like a curved metal lid. How could people fall so far out of fortune? tried to talk Ray Kennedy about her perplexity, but would not discuss things sort",fiction
889,0.034521617,./gpt_bigram.csv,Rephrase this and throw in a dark thing!,890,"EU's Treaty of Lisbon through the UK Parliament's second chamber. In 2008, she was appointed as British European Commissioner and became for Trade in Commission. December 2009, inaugural High Representative Union Foreign Affairs Security Policy that created by Lisbon. As Representative, Ashton served foreign policy chief. Despite being criticised",facts
890,0.034523092,./gpt_bigram.csv,Please rewrite the best part of her that stands out the most.,891,"That was the ship's mystery. Watch him as we pleased, could do nothing to solve it; and when asked his face, he would only laugh if were drunk, sober deny solemnly that ever tasted anything but water. He not useless an officer a",fiction
891,0.034528747,./gpt_bigram.csv,Rewrite the following text into a lighthearted romance novel about the future.,892,"Wateree River. The O'Brien Trophy, or Cup, as labelled on the trophy itself, is a retired that was awarded in National Hockey Association (NHA) and League (NHL) ice hockey leagues of North America from 1910 to 1950. It originally donated NHA by Canadian Senator M.",facts
892,0.034533355,./gpt_bigram.csv,Revise the text to a dark brown tint regarding guidelines for a sentence in a legal statute.,893,"Belgian political institutions, particularly in Francophone areas. In the years since 1999, PS has simultaneously controlled five regional executive bodies: Government of French Community, Walloon Government, Brussels-Capital Region, as well COCOF, a local subsidiary Brussels Community and German-speaking Community. The party, or its members, have from",facts
893,0.034544505,./gpt_bigram.csv,Revise to a darker tone.,894,"Ernest. On this head there was an offensive and defensive alliance between them, but between themselves there was subdued but internecine warfare. This at least was what Ernest gathered, partly from his recollections of the parties concerned, and partly from his observation of their little ways during the first half-hour after his arrival, while they were all together in his mother's bedroom--for as yet of course Ernest. On this head there was an offensive and defensive alliance between them, but between themselves there was subdued but internecine warfare. This at least was what Ernest gathered, partly from his recollections of the parties concerned, and",fiction
894,0.03455054,./gpt_bigram.csv,Reimagine a captivating text as if it were a conversation between two lovers destined by fate.,895,"Bald Hills when the Gateway Motorway became National Highway 1 upon its opening in December 1986. The highway is biggest traffic carrier Queensland. It initially joined all major coastal centres; however, a number of bypasses, particularly south, have diverted around these cities to expedite flow and ease urban congestion. As result, constantly being shortened. road dual",facts
895,0.03456625,./gpt_bigram.csv,Reframe the text by acknowledging that it was written under the essay metaphor of light grey granite rocks.,896,"Plain. In 1931 a further revised edition appeared titled What Are We to Do with Our Lives? A final version appeared in 1933 under its original title. Many of its ideas are Plain. In 1931 a further revised edition appeared titled What Are We to Do with Our Lives? A final version appeared in 1933 under its original title. Many of its ideas are anticipated in Wells's 1926 novel The World of William Clissold. The book is, in",facts
896,0.0345747,./gpt_bigram.csv,Rewrite the essay as if it were written in Old English.,897,"Like the aloha shirt, muumuu exports are often brilliantly colored with floral patterns of generic Polynesian motifs. Muumuus for local Hawaiian residents are more subdued in tone. Muumuus are no longer as widely worn at work as the aloha shirt, but continue to be the preferred formal dress for weddings and festivals such as the Merrie Monarch hula competition. Muumuus are also popular as maternity wear because they do not Like the aloha shirt, muumuu exports are often brilliantly colored with floral patterns of generic Polynesian motifs. Muumuus for local Hawaiian residents are more subdued in tone. Muumuus are no longer as widely worn at work",facts
897,0.034575947,./gpt_bigram.csv,"Transform this text into a command to bring you back to this page, and apply the concepts from the field to elevate the narrative rewrite the outcast - a tribute to your uniqueness.",898,"Ruby Gillis was the handsomest girl of the year at the Academy; in the Second Year classes Stella Maynard carried off the palm for beauty, with small but critical minority in favor of Anne Shirley. Ethel Marr was admitted by all competent judges to have the most stylish modes of hair-dressing, and Jane Andrews--plain, plodding, conscientious Jane--carried off the honors in the domestic science course. Even Josie Pye attained a certain preeminence as the sharpest-tongued young lady in attendance",fiction
898,0.034599196,./gpt_bigram.csv,Enhance the writing of the essay quickly.,899,"The Tharsis Montes are three large shield volcanoes in the region of planet Mars. From north to south, Ascraeus Mons, Pavonis Mons and Arsia Mons. (plural montes) is Latin word for mountain. It a descriptor term used astrogeology mountainous features Solar System. enormous",facts
899,0.034612343,./gpt_bigram.csv,Edit this as it is.,900,"Native Americans customarily grew them along with corn and squash (the so-called Three Sisters), the tall cornstalks acting as support for beans. In more recent times, """"bush bean"""" has been developed which does not require all",facts
900,0.034625504,./gpt_bigram.csv,Expand the scope of this discussion.,901,"Rabbi Chaim Berlin, the chief rabbi of Moscow who had moved to Jerusalem and was one its leading rabbis at time his death. It is an American, Lithuanian-style Haredi boys' men's yeshiva. Current enrollment close two thousand students including preschool, elementary school, yeshiva ketana, a high school mesivta,",facts
901,0.034632333,./gpt_bigram.csv,Rewrite this as a clear dedication instead of a pretentious blog post with a focus on titles.,902,"Island's southernmost point, Slope Point. A rugged, sparsely populated area, the Catlins features a scenic coastal landscape and dense temperate rainforest, both of which harbour many endangered species of birds, most notably the rare yellow-eyed penguin. The coast attracts numerous marine mammals, among them New Zealand fur seals and Hooker's sea lions. In general terms the area enjoys a maritime temperate climate. Its exposed location leads to its frequently wild weather and heavy",facts
902,0.034636848,./gpt_bigram.csv,Revise the transcript of the interview to address any errors or inaccuracies.,903,"McKuen's translations and adaptations of the songs Jacques Brel were instrumental in bringing Belgian songwriter to prominence English-speaking world. His poetry deals with themes love, natural world spirituality. sold over 100 million recordings worldwide, 60 books his as well, according Associated Press. Norman Augustine Cafik, PC (December 29, 1928 â September 30, 2016) was a",facts
903,0.03465084,./gpt_bigram.csv,"Transform a piece of text to give it a mythological feel by incorporating dialogue where the speaker passionately debates about it, drawing inspiration from historical figures.",904,"It is also spelled yang quin or yang ch'in. Hammered dulcimers of various types are now very popular not only in China, but also Eastern Europe, the Middle East, India, Iran, and Pakistan. The instruments are also sometimes known by the names It is also spelled yang quin or yang ch'in. Hammered dulcimers of various types are now very popular not only in China, but also Eastern Europe, the Middle East, India, Iran, and Pakistan. The instruments are also sometimes known by the names ""santur"" and ""cymbalom"". This instrument had an influence on Thai classical instrument, known as Khim (à¸à¸´à¸¡) The yangqin was traditionally fitted with bronze strings (though older Chinese stringed instruments used silk strings, resulting in their, and the yangqin's,",facts
904,0.034651347,./gpt_bigram.csv,Please refine the formal invitation to ensure that it conveys a more sophisticated tone and is better suited for the intended purpose; thank you.,905,"Ethernet frames with a destination field populated MAC from another device. Such would not be forwarded by the switch to any ports on which that is communicating and it associated in address table. Not all network systems or media feature broadcast/collision domains. For example, PPP",facts
