,rewrite_prompt,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
376,this information into a different perspective.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
383,the fruit metaphor in the essay and provide an alternative perspective for the reader to consider.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
390,rewrite this text as if it were by Kurt Vonnegut.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
400,guidance on how to adjust the writing style.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
404,the guideline to summarize the three rules of the sea and then rewrite the man's business proposition canvas.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
424,this by changing the tone to be more somber and ensure the rewrite accurately represents the dominant theme.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
432,this from a raw perspective!,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
458,you please provide me with the original text that you would like me to revise for you?,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
473,edit this text.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
496,this passage to elevate its tone to that of a manifesto.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
501,"the text to: ""Rewrite the text as if a relationship were to be viewed as a social movement.""",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
508,the limited point of view.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
519,you please refine this text for me?,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
540,you please provide a clearer prompt?,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
554,the essay to give it a more neutral tone.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
557,Could you please provide me with the text you would like me to rephrase?,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
572,simplify and reword the essay to make it easier to understand and more engaging.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
582,a classic Greek message or modify it for a Sci-Fi novel.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
589,the essay by reducing the bitter tone and minimizing the use of swear words.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
607,as an editor: w.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
609,"the paragraph by altering the punctuation, grammar, and sentence structure.",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
620,the text into a line from a skirmish where a taunt is not beloved by those gazing from the highest mountain peaks; then rewrite the effects,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
624,the central idea of the essay by adopting a more informal tone.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
658,a few edits as a conversation between an experienced editor and author.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
660,the essay as if it were written by a small team.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
670,this into a brief document about two men who rejected guidance from corrupt sources and chose to distance themselves from negativity to pursue their own path.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
671,edit this text to convey the intense determination of a solemn vow while also clarifying its objective in relation to my task.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
677,modify to convey a deeper message.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
687,"the essay as a division (Anglo-Saxon ""sciran"": to be cut or separated).",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
688,revise this statement.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
692,"rewrite this text as if it were being described as an opinion, considering it still comes across as a spinning of tameness.",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
695,a critique of repetitions within the text.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
700,it as a critique by writing cohesively.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
722,"the essay with a hidden bias against one type of music, treating it as if it were a punctuation mark.",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
723,the essay as if you were adhering to a different perspective.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
739,the perspective.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
756,"than the usual challenge, rewrite the high fantasy novel that was likened to a seminar on Mars with symbolic elements.",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
779,"this text as: ""Restructure this into an advantage by rewriting the text as a dialogue set in a society of individuals communicating in an orderly manner.",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
811,rewrite the text.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,True
823,"""Turn a phrase from a much more valuable lesson into the language that fills his slender volume and transform it into a dense thicketed slope of passionate crimson.""",5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
831,rephrase this description accurately.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
836,rewrite the text to describe a human settlement in the arctic wilderness and the intricacies of life in a medieval village.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
852,a revised version of this text into a story about a fantastic space opera adventure on my birthday.,5,5_rewrite_text_essay_perspective,"['rewrite', 'text', 'essay', 'perspective', 'rephrase', 'revise', 'make', 'rewrite text', 'provide', 'original']","['this text into a scientist rewrite the first person who was made this as clear as a TED talk. Rewrite the original text as a scientist would and clarify the unclear portions similar to a TED talk.', 'every letter of a series of dear and family secrets could make description from this to save the opposite of view, rewrite this striking feature but there made clear. The prompt you meant to say is: ""Replace every letter of a series of dear and family secrets to create a description from this to save the original viewpoint, rewrite this striking feature but make it clear.""', 'rewrite the text.']",rewrite - text - essay - perspective - rephrase - revise - make - rewrite text - provide - original,False
